Number estimators,30,30,30
Probability,TPR,FPR,STD-tpr
0.0,1.0,1.0,0.0
0.1,0.5322128851540615,0.04969296454164773,0.09315568150317025
0.2,0.4397759103641457,0.020516994018751362,0.07272131644676287
0.30000000000000004,0.38095238095238093,0.007951609540927626,0.06664076892644435
0.4,0.35294117647058826,0.0048608010894417575,0.06545278120755138
0.5,0.3249299719887955,0.0025071521533230148,0.05503328488624228
0.6000000000000001,0.2913165266106443,0.0010636019709815796,0.048192298414804643
0.7000000000000001,0.2661064425770308,0.0005984578926823877,0.041358047787768616
0.8,0.257703081232493,0.0003651400042979554,0.034534532229518064
0.9,0.23249299719887953,0.00016258756016659012,0.03778918084938947
1.0,0.13445378151260504,6.08270829243196e-05,0.03820218962741136
